                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                0.78859,                0.16854,                0.17716,                0.47491,                0.99106,                0.99869,                      1,                  0.995,                0.82203,                0.99869,                      1,                  0.995,                0.99424,                0.70048,                 0.0767,                0.04487,                0.40933,                0.98143,              0.0018119,              0.0018119,              0.0018119
                     22,                 0.7736,                0.17992,                0.16665,                 0.4769,                0.97602,                0.99879,                      1,                  0.995,                0.80658,                0.99879,                      1,                  0.995,                  0.995,                 0.7186,                0.06363,                0.04486,                0.42809,                0.98082,               0.001802,               0.001802,               0.001802
                     23,                   0.75,                0.16752,                0.16677,                0.44766,                 0.9585,                0.99868,                      1,                  0.995,                0.80642,                0.99868,                      1,                  0.995,                  0.995,                0.75688,                0.06515,                0.04577,                0.42358,                0.99401,              0.0017921,              0.0017921,              0.0017921
                     24,                0.79062,                 0.1555,                 0.1441,                0.46835,                0.98278,                0.99812,                      1,                  0.995,                0.82343,                0.99812,                      1,                  0.995,                0.99423,                0.72891,                0.09439,                0.03836,                0.40757,                0.98447,              0.0017822,              0.0017822,              0.0017822
                     25,                0.73035,                0.14024,                0.13313,                0.44286,                0.96461,                0.99815,                      1,                  0.995,                0.83014,                0.99815,                      1,                  0.995,                0.99431,                0.71364,                0.07634,                0.03374,                0.40094,                0.99157,              0.0017723,              0.0017723,              0.0017723
                     26,                0.72808,                 0.1504,                0.14111,                0.43955,                 0.9611,                0.99873,                      1,                  0.995,                0.81164,                0.99873,                      1,                  0.995,                0.99413,                0.72405,                0.07486,                0.03947,                0.41169,                0.97245,              0.0017624,              0.0017624,              0.0017624
                     27,                0.72793,                0.14188,                0.11966,                  0.436,                0.96202,                0.99918,                      1,                  0.995,                 0.8362,                0.99918,                      1,                  0.995,                 0.9943,                0.67044,                0.05591,                0.03405,                0.37899,                  0.964,              0.0017525,              0.0017525,              0.0017525
                     28,                0.72782,                0.14519,                0.10955,                0.43669,                 0.9568,                0.99867,                      1,                  0.995,                0.84165,                0.99867,                      1,                  0.995,                0.99412,                0.67661,                0.08729,                0.02794,                0.39671,                0.94961,              0.0017426,              0.0017426,              0.0017426
                     29,                0.74754,                0.14887,                0.10998,                0.44149,                0.96504,                 0.9988,                      1,                  0.995,                0.84499,                 0.9988,                      1,                  0.995,                0.99433,                0.66895,                0.09418,                 0.0286,                0.39533,                0.95828,              0.0017327,              0.0017327,              0.0017327
                     30,                0.73917,                0.15279,                 0.0956,                0.44447,                0.97305,                0.99851,                      1,                  0.995,                0.83646,                0.99851,                      1,                  0.995,                0.99418,                0.67655,                0.07643,                0.02764,                0.41061,                0.96686,              0.0017228,              0.0017228,              0.0017228
                     31,                0.77026,                0.17246,                0.10777,                0.45054,                 0.9922,                0.99867,                      1,                  0.995,                0.84266,                0.99867,                      1,                  0.995,                0.99283,                0.68037,                0.06653,                0.02316,                0.37625,                0.96404,              0.0017129,              0.0017129,              0.0017129
                     32,                 0.7317,                0.14148,                0.10584,                0.45055,                 0.9737,                0.99881,                      1,                  0.995,                0.81741,                0.99881,                      1,                  0.995,                  0.995,                0.68582,                 0.0631,                0.02215,                0.39471,                0.97663,               0.001703,               0.001703,               0.001703
                     33,                0.71114,                0.13689,                0.08492,                0.43098,                0.96527,                 0.9989,                      1,                  0.995,                0.83051,                 0.9989,                      1,                  0.995,                 0.9923,                0.68705,                0.08009,                0.01981,                0.38279,                0.97336,              0.0016931,              0.0016931,              0.0016931
                     34,                 0.7023,                0.13023,                0.10962,                 0.4293,                0.94852,                 0.9988,                      1,                  0.995,                0.83704,                 0.9988,                      1,                  0.995,                  0.995,                0.66295,                0.05077,                0.03066,                 0.3786,                0.95659,              0.0016832,              0.0016832,              0.0016832
                     35,                0.72045,                0.13548,                0.08618,                 0.4273,                0.95768,                0.99869,                      1,                  0.995,                0.84024,                0.99869,                      1,                  0.995,                0.99427,                0.67541,                0.05255,                0.02101,                0.38198,                0.96163,              0.0016733,              0.0016733,              0.0016733
                     36,                0.69989,                 0.1198,                0.09788,                0.41595,                0.94465,                0.99894,                      1,                  0.995,                0.83741,                0.99894,                      1,                  0.995,                  0.995,                0.65723,                0.05885,                 0.0252,                0.37566,                0.95467,              0.0016634,              0.0016634,              0.0016634
                     37,                0.70812,                0.12382,                0.09548,                0.42011,                0.95322,                 0.9987,                      1,                  0.995,                0.84101,                 0.9987,                      1,                  0.995,                  0.995,                0.66614,                 0.0545,                0.02118,                0.39606,                0.95746,              0.0016535,              0.0016535,              0.0016535
                     38,                0.70816,                0.12275,                0.07794,                0.42686,                0.94357,                0.99883,                      1,                  0.995,                 0.8429,                0.99883,                      1,                  0.995,                  0.995,                0.68289,                0.05957,                0.01646,                0.38395,                0.98962,              0.0016436,              0.0016436,              0.0016436
                     39,                 0.7095,                0.11613,                0.07322,                0.41169,                0.95438,                      1,                      1,                  0.995,                0.83715,                      1,                      1,                  0.995,                  0.995,                0.71777,                0.05235,                 0.0145,                0.38476,                0.98185,              0.0016337,              0.0016337,              0.0016337
                     40,                0.75806,                0.13235,                 0.0777,                0.43636,                0.97396,                0.99854,                      1,                  0.995,                0.82201,                0.99854,                      1,                  0.995,                  0.995,                0.76474,                0.05717,                0.01527,                0.38279,                 1.0055,              0.0016238,              0.0016238,              0.0016238
                     41,                0.73187,                0.12664,                 0.0793,                0.43339,                0.96229,                0.99886,                      1,                  0.995,                0.84817,                0.99886,                      1,                  0.995,                  0.995,                0.71191,                0.05891,                0.01494,                0.37143,                0.97094,              0.0016139,              0.0016139,              0.0016139
                     42,                0.69908,                0.11826,                0.08186,                0.40255,                0.95455,                0.99876,                      1,                  0.995,                0.83745,                0.99876,                      1,                  0.995,                0.99446,                 0.7068,                0.07327,                 0.0141,                0.36941,                0.97499,               0.001604,               0.001604,               0.001604
                     43,                  0.707,                0.11285,                0.07484,                0.41738,                0.95819,                0.99878,                      1,                  0.995,                0.84078,                0.99878,                      1,                  0.995,                  0.995,                0.69524,                0.05845,                0.01243,                 0.3551,                0.97006,              0.0015941,              0.0015941,              0.0015941
                     44,                0.69909,                0.10635,                 0.0712,                0.40411,                0.94715,                0.99873,                      1,                  0.995,                0.84517,                0.99873,                      1,                  0.995,                  0.995,                0.70887,                0.04755,                 0.0135,                0.36417,                0.97389,              0.0015842,              0.0015842,              0.0015842
                     45,                0.70311,                0.11701,                0.06915,                0.40332,                0.95258,                0.99886,                      1,                  0.995,                0.84077,                0.99886,                      1,                  0.995,                 0.9944,                0.67884,                0.05241,                0.01192,                0.36987,                0.96898,              0.0015743,              0.0015743,              0.0015743
                     46,                 0.6645,                0.10251,                0.07045,                  0.396,                0.94335,                0.99889,                      1,                  0.995,                0.83784,                0.99889,                      1,                  0.995,                  0.995,                0.68927,                0.04741,                0.01454,                0.37975,                0.96753,              0.0015644,              0.0015644,              0.0015644
                     47,                0.69053,                0.10779,                0.06318,                0.39893,                0.94439,                0.99893,                      1,                  0.995,                0.85157,                0.99893,                      1,                  0.995,                0.99436,                0.66189,                0.05944,                0.01291,                0.37019,                 0.9675,              0.0015545,              0.0015545,              0.0015545
                     48,                0.69273,                0.10582,                0.06799,                0.41452,                0.96637,                0.99879,                      1,                  0.995,                0.82543,                0.99879,                      1,                  0.995,                  0.995,                0.72238,                0.05769,                0.00926,                0.40573,                0.99538,              0.0015446,              0.0015446,              0.0015446
                     49,                0.70085,                0.10667,                0.05999,                0.40176,                0.95385,                0.99881,                      1,                  0.995,                0.84716,                0.99881,                      1,                  0.995,                  0.995,                0.65804,                0.04963,                 0.0089,                0.36609,                0.95882,              0.0015347,              0.0015347,              0.0015347
                     50,                0.68748,                0.10695,                0.06719,                0.39119,                0.96159,                0.99883,                      1,                  0.995,                0.85206,                0.99883,                      1,                  0.995,                  0.995,                0.63095,                0.05149,                0.01107,                0.35479,                0.95087,              0.0015248,              0.0015248,              0.0015248
                     51,                 0.6824,                0.09809,                0.06087,                0.39091,                0.95059,                0.99887,                      1,                  0.995,                0.84308,                0.99887,                      1,                  0.995,                0.99441,                0.67809,                0.05274,                0.00947,                0.36371,                0.97159,              0.0015149,              0.0015149,              0.0015149
                     52,                0.72771,                0.11676,                0.06144,                0.41077,                0.96036,                0.99878,                      1,                  0.995,                0.83722,                0.99878,                      1,                  0.995,                  0.995,                0.67794,                0.04665,                0.00883,                0.35099,                0.96603,               0.001505,               0.001505,               0.001505
                     53,                0.67557,                0.09645,                0.04871,                0.38961,                0.95321,                0.99889,                      1,                  0.995,                 0.8591,                0.99889,                      1,                  0.995,                  0.995,                0.66587,                0.04613,                0.01052,                0.35308,                0.95912,              0.0014951,              0.0014951,              0.0014951
                     54,                0.65555,                 0.1035,                0.05488,                0.37836,                 0.9421,                 0.9988,                      1,                  0.995,                0.84884,                 0.9988,                      1,                  0.995,                  0.995,                0.63876,                 0.0453,                0.01029,                 0.3481,                0.95156,              0.0014852,              0.0014852,              0.0014852
                     55,                0.66344,                0.11665,                 0.0643,                0.39915,                0.94055,                0.99877,                      1,                  0.995,                0.85294,                0.99877,                      1,                  0.995,                0.99395,                0.63347,                0.06207,                0.01006,                0.33873,                0.94206,              0.0014753,              0.0014753,              0.0014753
                     56,                0.67115,                0.10238,                0.05081,                0.39481,                0.93816,                0.99846,                      1,                  0.995,                0.84616,                0.99846,                      1,                  0.995,                  0.995,                0.66281,                0.05074,                0.01053,                0.36434,                0.95012,              0.0014654,              0.0014654,              0.0014654
                     57,                0.65947,                 0.0913,                0.05329,                0.38551,                0.93404,                0.99817,                      1,                  0.995,                0.85312,                0.99817,                      1,                  0.995,                  0.995,                0.67248,                0.05426,                0.00879,                0.36407,                0.96911,              0.0014555,              0.0014555,              0.0014555
                     58,                0.66923,                0.10353,                 0.0674,                0.39238,                 0.9367,                0.99881,                      1,                  0.995,                0.85585,                0.99881,                      1,                  0.995,                0.99439,                0.65998,                 0.0386,                0.00716,                0.33739,                0.96029,              0.0014456,              0.0014456,              0.0014456
                     59,                0.67287,                0.09869,                0.04859,                0.38388,                0.94815,                0.99878,                      1,                  0.995,                0.84731,                0.99878,                      1,                  0.995,                  0.995,                0.64557,                0.04233,                0.00716,                0.34177,                 0.9541,              0.0014357,              0.0014357,              0.0014357
                     60,                0.65643,                0.10393,                0.05391,                0.39484,                0.93769,                0.99886,                      1,                  0.995,                0.85236,                0.99886,                      1,                  0.995,                  0.995,                0.64853,                0.04133,                0.00716,                0.33087,                0.95717,              0.0014258,              0.0014258,              0.0014258
                     61,                0.63773,                0.09972,                0.05328,                0.36439,                0.93624,                0.99842,                      1,                  0.995,                0.83105,                0.99842,                      1,                  0.995,                  0.995,                0.69151,                0.04371,                0.00725,                0.36066,                 0.9714,              0.0014159,              0.0014159,              0.0014159
                     62,                 0.6595,                0.08279,                0.05234,                0.38429,                0.93315,                0.99899,                      1,                  0.995,                0.84334,                0.99899,                      1,                  0.995,                0.99447,                0.69028,                0.04619,                0.00675,                0.38205,                0.97311,               0.001406,               0.001406,               0.001406
                     63,                0.66309,                0.08709,                0.04822,                0.37983,                0.95719,                      1,                      1,                  0.995,                0.84778,                      1,                      1,                  0.995,                  0.995,                0.67269,                0.04616,                0.00688,                0.35594,                 0.9824,              0.0013961,              0.0013961,              0.0013961
                     64,                0.67287,                0.10191,                0.05388,                0.38752,                0.94537,                0.99912,                      1,                  0.995,                0.85037,                0.99912,                      1,                  0.995,                0.99281,                0.67506,                0.05392,                0.00749,                0.36277,                0.97176,              0.0013862,              0.0013862,              0.0013862
                     65,                0.65919,                0.10825,                0.05666,                0.39073,                0.94219,                0.99869,                      1,                  0.995,                0.83703,                0.99869,                      1,                  0.995,                0.99435,                0.64402,                0.04737,                0.00519,                0.34545,                0.96002,              0.0013763,              0.0013763,              0.0013763
                     66,                0.63321,                 0.1015,                0.05027,                0.36792,                0.92887,                0.99878,                      1,                  0.995,                0.86588,                0.99878,                      1,                  0.995,                  0.995,                0.61344,                0.04621,                0.00597,                0.34352,                0.93863,              0.0013664,              0.0013664,              0.0013664
                     67,                0.64463,                0.10048,                0.05418,                0.36536,                0.93856,                0.99885,                      1,                  0.995,                 0.8402,                0.99885,                      1,                  0.995,                0.99405,                0.67879,                0.05214,                0.00689,                0.34198,                0.96689,              0.0013565,              0.0013565,              0.0013565
                     68,                0.64607,                 0.0994,                0.05185,                0.36674,                0.93188,                0.99874,                      1,                  0.995,                0.85039,                0.99874,                      1,                  0.995,                0.99437,                0.63976,                0.05811,                 0.0054,                0.35444,                0.95546,              0.0013466,              0.0013466,              0.0013466
                     69,                0.64613,                 0.0908,                0.04547,                0.37652,                0.93789,                0.99884,                      1,                  0.995,                0.85546,                0.99884,                      1,                  0.995,                  0.995,                0.65214,                0.04549,                0.00678,                0.32751,                0.96331,              0.0013367,              0.0013367,              0.0013367
                     70,                0.63404,                0.08227,                0.04993,                0.36497,                0.93083,                0.99876,                      1,                  0.995,                0.84679,                0.99876,                      1,                  0.995,                  0.995,                0.67187,                  0.045,                0.00705,                0.35231,                0.98072,              0.0013268,              0.0013268,              0.0013268
                     71,                0.65119,                0.07426,                0.04626,                0.36322,                0.92536,                0.99881,                      1,                  0.995,                0.84044,                0.99881,                      1,                  0.995,                  0.995,                0.68029,                0.04143,                0.00687,                0.33381,                0.98104,              0.0013169,              0.0013169,              0.0013169
                     72,                0.67674,                0.09715,                0.05154,                0.37069,                0.94978,                0.99873,                      1,                  0.995,                0.84048,                0.99873,                      1,                  0.995,                0.99427,                0.70357,                0.04356,                0.00563,                0.36877,                0.98565,               0.001307,               0.001307,               0.001307
                     73,                0.65047,                0.09589,                0.04948,                0.35752,                0.93244,                0.99884,                      1,                  0.995,                0.84274,                0.99884,                      1,                  0.995,                  0.995,                0.66869,                0.04565,                0.00621,                0.33783,                 0.9702,              0.0012971,              0.0012971,              0.0012971
                     74,                0.65904,                0.08513,                0.03978,                 0.3708,                0.94391,                0.99872,                      1,                  0.995,                0.84474,                0.99872,                      1,                  0.995,                  0.995,                 0.6687,                0.05058,                0.00561,                0.33906,                0.97459,              0.0012872,              0.0012872,              0.0012872
                     75,                0.62585,                0.07142,                0.03887,                0.36325,                0.92928,                0.99878,                      1,                  0.995,                0.83889,                0.99878,                      1,                  0.995,                  0.995,                0.66776,                0.03723,                 0.0055,                0.34018,                0.97402,              0.0012773,              0.0012773,              0.0012773
                     76,                0.63227,                0.08409,                0.04842,                0.37505,                0.93378,                0.99886,                      1,                  0.995,                0.84786,                0.99886,                      1,                  0.995,                  0.995,                0.67107,                0.03593,                0.00461,                0.35711,                0.97764,              0.0012674,              0.0012674,              0.0012674
                     77,                0.61004,                0.07742,                0.04198,                0.35496,                 0.9246,                0.99858,                      1,                  0.995,                0.83796,                0.99858,                      1,                  0.995,                  0.995,                0.66581,                0.04561,                 0.0052,                0.34131,                 0.9902,              0.0012575,              0.0012575,              0.0012575
                     78,                0.63451,                0.07341,                0.03999,                0.36294,                0.93769,                0.99884,                      1,                  0.995,                0.84548,                0.99884,                      1,                  0.995,                  0.995,                0.64271,                0.03947,                0.00543,                0.33915,                0.97106,              0.0012476,              0.0012476,              0.0012476
                     79,                0.61664,                0.06905,                0.03376,                0.35287,                0.93796,                0.99878,                      1,                  0.995,                0.84635,                0.99878,                      1,                  0.995,                  0.995,                 0.6634,                0.04201,                0.00487,                0.34892,                 0.9881,              0.0012377,              0.0012377,              0.0012377
                     80,                0.63562,                0.07719,                0.04494,                0.36235,                0.94063,                0.99884,                      1,                  0.995,                0.85158,                0.99884,                      1,                  0.995,                  0.995,                0.63062,                0.04166,                0.00525,                0.33332,                 0.9804,              0.0012278,              0.0012278,              0.0012278
                     81,                0.60487,                 0.0777,                0.03368,                0.34733,                0.91805,                0.99883,                      1,                  0.995,                 0.8525,                0.99883,                      1,                  0.995,                  0.995,                0.64676,                0.03312,                0.00453,                0.32697,                0.97185,              0.0012179,              0.0012179,              0.0012179
                     82,                0.63825,                0.07329,                0.05683,                0.35775,                0.94845,                0.99882,                      1,                  0.995,                0.83465,                0.99882,                      1,                  0.995,                  0.995,                0.71176,                0.03384,                0.00423,                0.35017,                0.99255,               0.001208,               0.001208,               0.001208
                     83,                0.59954,                0.07336,                0.04499,                0.35739,                0.91583,                0.99878,                      1,                  0.995,                0.85235,                0.99878,                      1,                  0.995,                  0.995,                0.65256,                0.04768,                0.00384,                0.31705,                0.96683,              0.0011981,              0.0011981,              0.0011981
                     84,                0.62337,                0.07831,                0.05058,                0.35469,                0.93559,                0.99875,                      1,                  0.995,                 0.8227,                0.99875,                      1,                  0.995,                  0.995,                 0.7139,                0.03761,                0.00457,                0.35395,                0.99184,              0.0011882,              0.0011882,              0.0011882
                     85,                0.64067,                0.07773,                0.04302,                 0.3608,                0.92573,                0.99882,                      1,                  0.995,                0.85305,                0.99882,                      1,                  0.995,                  0.995,                0.66695,                0.04997,                0.00462,                0.34316,                0.96444,              0.0011783,              0.0011783,              0.0011783
                     86,                0.62736,                0.07535,                 0.0422,                0.35846,                0.92203,                0.99883,                      1,                  0.995,                0.84596,                0.99883,                      1,                  0.995,                  0.995,                0.67519,                0.04544,                0.00474,                0.33852,                0.97084,              0.0011684,              0.0011684,              0.0011684
                     87,                0.61371,                 0.0783,                0.03647,                0.35002,                0.92076,                0.99881,                      1,                  0.995,                0.84098,                0.99881,                      1,                  0.995,                  0.995,                 0.6498,                0.05249,                0.00399,                0.33753,                0.96722,              0.0011585,              0.0011585,              0.0011585
                     88,                0.61002,                0.07291,                0.03491,                0.35427,                0.91549,                0.99882,                      1,                  0.995,                0.85367,                0.99882,                      1,                  0.995,                  0.995,                0.63342,                0.03658,                0.00356,                0.33296,                 0.9595,              0.0011486,              0.0011486,              0.0011486
                     89,                0.61308,                0.06813,                 0.0363,                0.34441,                0.92225,                0.99888,                      1,                  0.995,                0.84002,                0.99888,                      1,                  0.995,                  0.995,                0.67809,                 0.0356,                0.00371,                0.33265,                0.95957,              0.0011387,              0.0011387,              0.0011387
                     90,                0.60221,                0.06991,                0.03713,                0.34426,                0.91364,                0.99884,                      1,                  0.995,                0.84698,                0.99884,                      1,                  0.995,                  0.995,                0.66962,                0.03555,                0.00407,                0.33801,                0.96051,              0.0011288,              0.0011288,              0.0011288
                     91,                0.62115,                0.06732,                0.03858,                0.34697,                0.92292,                0.99876,                      1,                  0.995,                0.84502,                0.99876,                      1,                  0.995,                  0.995,                0.67011,                0.03826,                0.00338,                0.34341,                0.96737,              0.0011189,              0.0011189,              0.0011189
                     92,                0.60376,                0.06351,                0.03642,                0.33641,                0.92435,                0.99889,                      1,                  0.995,                0.84211,                0.99889,                      1,                  0.995,                  0.995,                0.66094,                0.04956,                 0.0043,                0.33752,                0.96066,               0.001109,               0.001109,               0.001109
                     93,                   0.59,                0.06069,                   0.03,                0.33167,                0.90871,                0.99879,                      1,                  0.995,                0.86018,                0.99879,                      1,                  0.995,                  0.995,                 0.6211,                0.03929,                0.00396,                0.32809,                 0.9417,              0.0010991,              0.0010991,              0.0010991
                     94,                0.62118,                0.06602,                0.04078,                0.33832,                0.92314,                0.99894,                      1,                  0.995,                0.84375,                0.99894,                      1,                  0.995,                  0.995,                0.62977,                0.03977,                0.00283,                0.33442,                 0.9505,              0.0010892,              0.0010892,              0.0010892
                     95,                0.58708,                 0.0652,                0.03245,                0.32463,                0.91999,                0.99876,                      1,                  0.995,                0.83812,                0.99876,                      1,                  0.995,                  0.995,                  0.688,                0.03605,                0.00334,                0.34696,                0.97184,              0.0010793,              0.0010793,              0.0010793
                     96,                0.59792,                0.07399,                 0.0273,                0.34884,                0.92827,                0.99886,                      1,                  0.995,                0.83009,                0.99886,                      1,                  0.995,                  0.995,                0.68294,                0.03238,                0.00343,                0.35292,                0.98575,              0.0010694,              0.0010694,              0.0010694
                     97,                0.59128,                0.07456,                 0.0449,                0.33306,                0.91956,                0.99884,                      1,                  0.995,                0.83023,                0.99884,                      1,                  0.995,                0.99438,                0.68783,                0.03259,                0.00332,                0.34333,                0.99177,              0.0010595,              0.0010595,              0.0010595
                     98,                0.60645,                0.06106,                0.03978,                0.34469,                0.91908,                 0.9988,                      1,                  0.995,                0.84025,                 0.9988,                      1,                  0.995,                  0.995,                0.68318,                0.03009,                0.00295,                0.33869,                0.98599,              0.0010496,              0.0010496,              0.0010496
                     99,                 0.6054,                0.06778,                0.04207,                0.34035,                 0.9185,                0.99872,                      1,                  0.995,                0.86209,                0.99872,                      1,                  0.995,                  0.995,                0.65648,                0.03436,                0.00347,                0.33902,                0.96736,              0.0010397,              0.0010397,              0.0010397
                    100,                0.61074,                0.06989,                0.04072,                0.34333,                0.91855,                0.99879,                      1,                  0.995,                0.84506,                0.99879,                      1,                  0.995,                  0.995,                0.67095,                0.03021,                0.00471,                0.32958,                 0.9716,              0.0010298,              0.0010298,              0.0010298
                    101,                0.60031,                0.07126,                 0.0422,                 0.3407,                0.91395,                 0.9988,                      1,                  0.995,                0.84367,                 0.9988,                      1,                  0.995,                  0.995,                0.63246,                0.03433,                0.00308,                0.32092,                0.96343,              0.0010199,              0.0010199,              0.0010199
                    102,                0.59405,                 0.0658,                0.03663,                0.32941,                0.91411,                0.99885,                      1,                  0.995,                0.85567,                0.99885,                      1,                  0.995,                  0.995,                0.62757,                0.03465,                0.00339,                 0.3174,                0.96413,                0.00101,                0.00101,                0.00101
                    103,                0.57296,                0.06973,                 0.0404,                0.31935,                  0.908,                0.99882,                      1,                  0.995,                0.85162,                0.99882,                      1,                  0.995,                  0.995,                0.66278,                0.03162,                0.00327,                0.32585,                 0.9706,              0.0010001,              0.0010001,              0.0010001
                    104,                0.61945,                0.06704,                0.04405,                0.33282,                0.93639,                0.99869,                      1,                  0.995,                0.83981,                0.99869,                      1,                  0.995,                  0.995,                0.67325,                0.03208,                0.00412,                0.31907,                0.98221,              0.0009902,              0.0009902,              0.0009902
