                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                0.59139,                0.07055,                0.04132,                0.32926,                0.91862,                0.99884,                      1,                  0.995,                0.85335,                0.99884,                      1,                  0.995,                  0.995,                 0.6403,                 0.0323,                0.00348,                0.31643,                0.96923,              0.0009803,              0.0009803,              0.0009803
                    106,                0.59243,                0.06814,                0.03561,                0.32468,                0.91227,                0.99883,                      1,                  0.995,                 0.8481,                0.99883,                      1,                  0.995,                  0.995,                0.66892,                0.02903,                0.00454,                0.32317,                0.98321,              0.0009704,              0.0009704,              0.0009704
                    107,                0.56851,                0.05777,                0.03145,                0.31582,                0.91431,                0.99886,                      1,                  0.995,                0.84994,                0.99886,                      1,                  0.995,                  0.995,                0.66645,                0.03052,                0.00273,                0.33404,                0.97974,              0.0009605,              0.0009605,              0.0009605
                    108,                0.62697,                0.06485,                0.04328,                0.34273,                0.93244,                0.99882,                      1,                  0.995,                0.85764,                0.99882,                      1,                  0.995,                  0.995,                0.64929,                0.03805,                0.00391,                 0.3181,                0.98655,              0.0009506,              0.0009506,              0.0009506
                    109,                0.59306,                0.06782,                0.03619,                0.32726,                 0.9171,                0.99882,                      1,                  0.995,                0.87281,                0.99882,                      1,                  0.995,                  0.995,                0.64693,                0.03023,                0.00432,                0.31705,                0.98056,              0.0009407,              0.0009407,              0.0009407
                    110,                  0.579,                0.06772,                0.03941,                0.31891,                0.91932,                0.99886,                      1,                  0.995,                0.85635,                0.99886,                      1,                  0.995,                  0.995,                0.62819,                0.03094,                0.00412,                0.30143,                0.96519,              0.0009308,              0.0009308,              0.0009308
                    111,                0.58762,                0.06376,                0.03239,                0.31693,                0.91119,                0.99884,                      1,                  0.995,                0.85335,                0.99884,                      1,                  0.995,                  0.995,                0.63411,                0.03318,                0.00388,                0.31362,                0.95603,              0.0009209,              0.0009209,              0.0009209
                    112,                0.56586,                0.06272,                0.03233,                0.31637,                0.91253,                0.99887,                      1,                  0.995,                0.85474,                0.99887,                      1,                  0.995,                  0.995,                 0.6199,                0.02689,                0.00254,                0.30722,                0.95239,               0.000911,               0.000911,               0.000911
                    113,                0.55072,                0.05314,                 0.0313,                0.30568,                 0.8996,                0.99892,                      1,                  0.995,                0.85331,                0.99892,                      1,                  0.995,                  0.995,                0.62297,                0.03093,                0.00268,                 0.3035,                0.95171,              0.0009011,              0.0009011,              0.0009011
                    114,                0.57311,                0.07207,                0.03998,                0.32079,                0.90042,                0.99885,                      1,                  0.995,                0.85606,                0.99885,                      1,                  0.995,                  0.995,                0.63896,                0.02749,                0.00249,                0.32153,                0.96712,              0.0008912,              0.0008912,              0.0008912
                    115,                0.58395,                0.06497,                0.03877,                0.31789,                0.90402,                0.99883,                      1,                  0.995,                0.84839,                0.99883,                      1,                  0.995,                  0.995,                0.64688,                0.04197,                0.00317,                0.31563,                0.96823,              0.0008813,              0.0008813,              0.0008813
                    116,                0.56299,                0.05762,                0.03183,                 0.3026,                0.90154,                0.99889,                      1,                  0.995,                0.86048,                0.99889,                      1,                  0.995,                  0.995,                0.61529,                0.02862,                0.00261,                 0.3058,                0.95663,              0.0008714,              0.0008714,              0.0008714
                    117,                0.57902,                 0.0565,                 0.0322,                0.31631,                0.91425,                0.99886,                      1,                  0.995,                0.86107,                0.99886,                      1,                  0.995,                  0.995,                0.64125,                0.02757,                0.00289,                0.30853,                0.96074,              0.0008615,              0.0008615,              0.0008615
                    118,                0.56527,                0.05852,                0.03305,                0.31047,                0.90892,                0.99882,                      1,                  0.995,                0.85938,                0.99882,                      1,                  0.995,                  0.995,                0.65513,                0.02626,                0.00327,                0.31109,                0.96463,              0.0008516,              0.0008516,              0.0008516
                    119,                0.57572,                0.06056,                0.02988,                0.31582,                 0.9127,                 0.9988,                      1,                  0.995,                0.86151,                 0.9988,                      1,                  0.995,                  0.995,                 0.6247,                 0.0338,                0.00247,                0.30142,                0.95825,              0.0008417,              0.0008417,              0.0008417
                    120,                0.55934,                0.07073,                 0.0332,                0.31493,                0.89844,                0.99887,                      1,                  0.995,                0.86185,                0.99887,                      1,                  0.995,                  0.995,                0.61476,                0.03581,                0.00208,                0.30424,                0.95954,              0.0008318,              0.0008318,              0.0008318
                    121,                0.57938,                0.06056,                0.03126,                 0.3161,                 0.9154,                0.99886,                      1,                  0.995,                0.86073,                0.99886,                      1,                  0.995,                  0.995,                0.62072,                0.03241,                0.00205,                0.30995,                0.96441,              0.0008219,              0.0008219,              0.0008219
                    122,                0.55567,                0.05378,                0.03151,                0.31012,                 0.9003,                 0.9989,                      1,                  0.995,                0.85598,                 0.9989,                      1,                  0.995,                  0.995,                  0.637,                 0.0311,                0.00277,                0.30363,                0.95598,               0.000812,               0.000812,               0.000812
                    123,                0.56883,                0.05179,                0.03541,                0.31191,                0.91912,                0.99886,                      1,                  0.995,                 0.8527,                0.99886,                      1,                  0.995,                  0.995,                0.64256,                0.02763,                0.00273,                0.30475,                0.95989,              0.0008021,              0.0008021,              0.0008021
                    124,                0.56959,                0.05689,                0.03067,                0.31568,                0.89698,                0.99888,                      1,                  0.995,                0.86136,                0.99888,                      1,                  0.995,                  0.995,                0.64279,                0.02938,                0.00246,                0.32084,                0.96599,              0.0007922,              0.0007922,              0.0007922
                    125,                   0.56,                0.05111,                0.02641,                0.30488,                0.90371,                      1,                      1,                  0.995,                0.85729,                      1,                      1,                  0.995,                  0.995,                0.66675,                0.02879,                0.00284,                0.32415,                0.96834,              0.0007823,              0.0007823,              0.0007823
                    126,                0.55481,                 0.0554,                  0.035,                0.30307,                0.89904,                0.99888,                      1,                  0.995,                0.85001,                0.99888,                      1,                  0.995,                  0.995,                0.66906,                0.03145,                0.00257,                0.31924,                0.96601,              0.0007724,              0.0007724,              0.0007724
                    127,                0.57393,                  0.052,                0.02795,                0.30467,                0.90629,                0.99885,                      1,                  0.995,                0.85869,                0.99885,                      1,                  0.995,                  0.995,                0.64074,                 0.0294,                0.00272,                0.29943,                0.95905,              0.0007625,              0.0007625,              0.0007625
                    128,                0.53985,                0.04976,                0.03188,                 0.3008,                 0.8917,                0.99888,                      1,                  0.995,                0.86415,                0.99888,                      1,                  0.995,                  0.995,                0.61954,                0.03205,                0.00239,                0.29368,                0.95748,              0.0007526,              0.0007526,              0.0007526
                    129,                0.53755,                0.05566,                0.03155,                0.31399,                0.89389,                0.99888,                      1,                  0.995,                0.84756,                0.99888,                      1,                  0.995,                  0.995,                0.63758,                0.02605,                0.00307,                0.30568,                0.97119,              0.0007427,              0.0007427,              0.0007427
                    130,                0.56377,                0.05061,                0.02817,                0.30585,                0.90636,                0.99888,                      1,                  0.995,                0.86176,                0.99888,                      1,                  0.995,                  0.995,                 0.6405,                0.03067,                0.00202,                0.29685,                0.95895,              0.0007328,              0.0007328,              0.0007328
                    131,                0.54832,                0.06034,                 0.0338,                0.29741,                0.89874,                 0.9989,                      1,                  0.995,                0.85459,                 0.9989,                      1,                  0.995,                  0.995,                0.65365,                0.02619,                0.00253,                 0.3077,                 0.9768,              0.0007229,              0.0007229,              0.0007229
                    132,                0.58189,                0.04549,                0.03451,                0.31665,                0.91411,                0.99886,                      1,                  0.995,                0.85475,                0.99886,                      1,                  0.995,                  0.995,                0.63489,                0.02981,                0.00254,                0.31199,                0.97713,               0.000713,               0.000713,               0.000713
                    133,                0.56136,                0.05138,                0.03086,                0.30503,                0.90664,                0.99888,                      1,                  0.995,                0.86328,                0.99888,                      1,                  0.995,                  0.995,                0.61462,                0.02457,                0.00274,                0.30044,                0.95184,              0.0007031,              0.0007031,              0.0007031
                    134,                0.55959,                0.05319,                0.03218,                0.29713,                0.89086,                0.99888,                      1,                  0.995,                0.85548,                0.99888,                      1,                  0.995,                  0.995,                0.62848,                 0.0288,                0.00256,                0.30122,                0.94953,              0.0006932,              0.0006932,              0.0006932
                    135,                0.57567,                  0.055,                0.02841,                0.30686,                 0.8991,                0.99885,                      1,                  0.995,                0.84411,                0.99885,                      1,                  0.995,                  0.995,                0.65393,                0.02689,                0.00223,                0.30371,                0.96007,              0.0006833,              0.0006833,              0.0006833
                    136,                0.54853,                0.05019,                0.02612,                0.30315,                 0.9016,                0.99887,                      1,                  0.995,                0.84803,                0.99887,                      1,                  0.995,                  0.995,                0.63509,                0.02629,                0.00268,                0.30551,                 0.9573,              0.0006734,              0.0006734,              0.0006734
                    137,                0.53464,                0.05143,                0.03563,                0.28837,                0.88321,                      1,                      1,                  0.995,                0.86513,                      1,                      1,                  0.995,                  0.995,                 0.6281,                0.02601,                0.00215,                0.28857,                0.96634,              0.0006635,              0.0006635,              0.0006635
                    138,                0.55982,                0.05064,                 0.0238,                 0.3037,                0.91265,                0.99888,                      1,                  0.995,                0.86121,                0.99888,                      1,                  0.995,                  0.995,                0.64075,                0.02516,                0.00209,                0.30264,                0.96764,              0.0006536,              0.0006536,              0.0006536
                    139,                0.54523,                0.05446,                0.02708,                0.29652,                0.90343,                0.99888,                      1,                  0.995,                0.85155,                0.99888,                      1,                  0.995,                  0.995,                0.64677,                0.02839,                0.00196,                0.29903,                0.97062,              0.0006437,              0.0006437,              0.0006437
                    140,                0.54969,                0.05356,                 0.0228,                0.30032,                0.90327,                0.99887,                      1,                  0.995,                0.85519,                0.99887,                      1,                  0.995,                  0.995,                0.65337,                0.03061,                0.00203,                0.30198,                0.97302,              0.0006338,              0.0006338,              0.0006338
                    141,                0.54468,                0.05615,                0.02911,                0.30153,                0.90116,                      1,                      1,                  0.995,                 0.8616,                      1,                      1,                  0.995,                  0.995,                0.62682,                 0.0378,                0.00209,                0.31035,                0.96484,              0.0006239,              0.0006239,              0.0006239
                    142,                0.52783,                0.05014,                0.03093,                0.28929,                0.89204,                0.99889,                      1,                  0.995,                0.85993,                0.99889,                      1,                  0.995,                  0.995,                0.65317,                0.03223,                0.00157,                0.29692,                0.97044,               0.000614,               0.000614,               0.000614
                    143,                0.55805,                0.05485,                0.03098,                0.30159,                0.90376,                0.99888,                      1,                  0.995,                0.86611,                0.99888,                      1,                  0.995,                  0.995,                0.63092,                 0.0269,                0.00205,                0.29865,                0.96203,              0.0006041,              0.0006041,              0.0006041
                    144,                0.53486,                 0.0536,                0.03094,                 0.2909,                0.89643,                0.99889,                      1,                  0.995,                0.85266,                0.99889,                      1,                  0.995,                  0.995,                0.63906,                0.03352,                0.00207,                0.30704,                 0.9653,              0.0005942,              0.0005942,              0.0005942
                    145,                0.55328,                0.05034,                0.02474,                0.30511,                0.89396,                0.99885,                      1,                  0.995,                0.86561,                0.99885,                      1,                  0.995,                  0.995,                0.63477,                0.02516,                0.00178,                0.28866,                0.96358,              0.0005843,              0.0005843,              0.0005843
                    146,                0.55497,                0.05328,                0.03445,                0.30685,                0.90084,                      1,                      1,                  0.995,                0.85925,                      1,                      1,                  0.995,                  0.995,                0.64368,                0.02758,                0.00214,                0.30445,                0.96977,              0.0005744,              0.0005744,              0.0005744
                    147,                   0.54,                0.05578,                0.03143,                 0.2896,                0.90486,                      1,                      1,                  0.995,                0.84917,                      1,                      1,                  0.995,                  0.995,                0.64281,                0.03092,                0.00199,                0.29154,                0.95697,              0.0005645,              0.0005645,              0.0005645
                    148,                0.52981,                0.05269,                0.02975,                0.29081,                0.89896,                0.99889,                      1,                  0.995,                0.85244,                0.99889,                      1,                  0.995,                  0.995,                 0.6493,                0.02771,                0.00185,                0.29555,                0.95815,              0.0005546,              0.0005546,              0.0005546
                    149,                0.54537,                0.05441,                0.03089,                0.29387,                  0.913,                0.99888,                      1,                  0.995,                0.85547,                0.99888,                      1,                  0.995,                  0.995,                0.63256,                0.02738,                0.00214,                0.27936,                0.95284,              0.0005447,              0.0005447,              0.0005447
                    150,                0.52733,                0.05004,                0.02759,                0.28846,                  0.891,                0.99887,                      1,                  0.995,                0.85391,                0.99887,                      1,                  0.995,                  0.995,                0.64392,                0.02219,                0.00202,                0.29603,                0.96082,              0.0005348,              0.0005348,              0.0005348
                    151,                0.52447,                0.04987,                0.03004,                0.29189,                0.89668,                0.99888,                      1,                  0.995,                 0.8639,                0.99888,                      1,                  0.995,                  0.995,                0.62802,                0.02847,                0.00189,                0.28267,                0.95976,              0.0005249,              0.0005249,              0.0005249
                    152,                0.51888,                 0.0484,                0.02823,                0.28338,                 0.8803,                0.99888,                      1,                  0.995,                0.85859,                0.99888,                      1,                  0.995,                  0.995,                0.63575,                0.02917,                0.00177,                0.29295,                0.96759,               0.000515,               0.000515,               0.000515
                    153,                0.52744,                 0.0456,                0.02525,                0.28293,                0.89341,                0.99888,                      1,                  0.995,                0.86015,                0.99888,                      1,                  0.995,                  0.995,                0.62229,                0.02861,                0.00233,                 0.2835,                  0.964,              0.0005051,              0.0005051,              0.0005051
                    154,                 0.5068,                0.04658,                0.03465,                0.28239,                0.88538,                0.99888,                      1,                  0.995,                0.86344,                0.99888,                      1,                  0.995,                  0.995,                0.63746,                0.02678,                0.00205,                0.27554,                0.96429,              0.0004952,              0.0004952,              0.0004952
                    155,                0.50638,                0.04829,                0.03491,                0.28828,                0.89667,                0.99888,                      1,                  0.995,                0.85617,                0.99888,                      1,                  0.995,                  0.995,                0.64709,                0.02223,                0.00176,                0.28568,                0.96717,              0.0004853,              0.0004853,              0.0004853
                    156,                0.51526,                0.04971,                0.03271,                 0.2855,                0.88202,                 0.9989,                      1,                  0.995,                0.85879,                 0.9989,                      1,                  0.995,                  0.995,                0.63055,                0.02593,                0.00198,                0.30246,                0.95913,              0.0004754,              0.0004754,              0.0004754
                    157,                0.50951,                0.04492,                0.03244,                0.28257,                0.88296,                0.99886,                      1,                  0.995,                  0.864,                0.99886,                      1,                  0.995,                  0.995,                0.62095,                0.02333,                0.00274,                0.28207,                0.95393,              0.0004655,              0.0004655,              0.0004655
                    158,                0.52634,                0.04608,                0.02318,                0.28411,                0.89391,                0.99893,                      1,                  0.995,                0.86468,                0.99893,                      1,                  0.995,                  0.995,                0.60029,                0.02462,                0.00306,                0.28025,                0.95422,              0.0004556,              0.0004556,              0.0004556
                    159,                0.50504,                0.04752,                0.02622,                0.27534,                0.88302,                0.99895,                      1,                  0.995,                0.86133,                0.99895,                      1,                  0.995,                  0.995,                0.61482,                0.02428,                0.00194,                0.28748,                0.95456,              0.0004457,              0.0004457,              0.0004457
